Source,Expected Positive,Priorität,Straftatbestand (Verdacht),Kategorie,Begründung,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Comment ID,Profile URL,Comment URL,Thumbnail,Lfd. Nr. (Original-Export)
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,Explizite Zustimmung ('alles richtig gemacht') zur als Volksverhetzung verurteilten Willkürmaßnahme gegen Juden als Gruppe.,m0rice.kch,m0rice.kch,9664548453,2026-06-01 20:35:07,0,Er hat absolut alles richtig gemacht.,no,17900552817446709,https://www.instagram.com/m0rice.kch,https://www.instagram.com/p/DZDH8YstgWl/c/17900552817446709,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/518259582_18181549015324454_9220715820255267488_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEGBjPhOVlhzrnTWIe8Eu17ukTogRBYe8PN6KCi6pj655slmE5m0ZDQ71zt2MAfnC4&_nc_ohc=NyRmg7SCoNwQ7kNvwEmMvpN&_nc_gid=R9EEevujMWhl95QdcquR3A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAoPVeId1eioVn6_bjevECTdRHZuEFAoEyjp0aqgPc9Dg&oe=6A6B149D&_nc_sid=0985b0,51
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Ehrenmann, sympathisch"" billigt die Handlung des Verurteilten.",white_lockheed,white_lockheed,6034192475,2026-06-01 23:42:11,0,Ehrenmann❤️ sympathisch,no,17891889591483484,https://www.instagram.com/white_lockheed,https://www.instagram.com/p/DZDH8YstgWl/c/17891889591483484,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/731072445_18377481649200476_89455262534292979_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gEqX6wcEJtAx4ryYIx_96ojQ0pVDw4AUmzsp4HU98TbgiKuF00dzJ9c1oncWSADSo0&_nc_ohc=URChLK5p5t4Q7kNvwHynntT&_nc_gid=AZBrlQ15-Dd3DkRqw0Qf5A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDgnZejvxDJVtfGm5cjA3xSu7_y3xPG1HR6izTgZ9Gyrw&oe=6A6AF23E&_nc_sid=0985b0,786
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,Möchte dem wegen Volksverhetzung verurteilten Täter finanziell Unterstützung zukommen lassen.,kova.rider,kova.rider,985447937,2026-06-02 23:34:40,0,Wie kann man ihm zur Unterstützung Geld überweisen?,no,17985963659991538,https://www.instagram.com/kova.rider,https://www.instagram.com/p/DZDH8YstgWl/c/17985963659991538,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/753503065_18606033058039938_5179949075051610034_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gG3WQx_4-TV64xSFraF7HU2q0MqcVmj5Y7SEWX4Z77mAu4tbq5vv5IMXZWKI0mJoSs&_nc_ohc=2VSsHGDT3V8Q7kNvwFkWrxr&_nc_gid=RUbGex3PoUmqZPnsyVLwNg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCGJojTTWGGjy_46z2aWl5aR7VQMIdihKVP-bF0kDG4Gg&oe=6A6AE77E&_nc_sid=0985b0,3757
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,Billigt die als Volksverhetzung eingestufte Handlung ausdrücklich als richtig.,dobler_fabian,dobler_fabian,52139831687,2026-06-01 21:44:03,0,Er hat alles richtig gemacht,no,18123316558572834,https://www.instagram.com/dobler_fabian,https://www.instagram.com/p/DZDH8YstgWl/c/18123316558572834,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/502710189_18010425830743688_4694833060869261450_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gHpVG2cFlMZCTWz042t5u-vNjT3_YxRy9Qk17LG0idCMcNn4rH-jr1p0fOZAd2ACT4&_nc_ohc=Wg2T0KVSjIEQ7kNvwESmPpz&_nc_gid=hcpkN58PEtw6qgHwOtu4wg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDWvDkZHch6CPh11h1P_RbOGBNKirWCGErbGqYAJepS0w&oe=6A6AF163&_nc_sid=0985b0,151
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Recht hat ihn"" mit Applaus-Emoji im Kontext der Verteidigung des Ladenbesitzers - billigt dessen Aussage/Handlung.",mergan_manu,mergan_manu,44849349257,2026-06-02 08:58:20,0,Recht hat ihn👏,no,17987300756989860,https://www.instagram.com/mergan_manu,https://www.instagram.com/p/DZDH8YstgWl/c/17987300756989860,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/709844013_18111739844493258_3672586954377296880_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gHi9t7pzQDeJDEyohUtkJsUiRrRfWIFdFXAXa_ZtzUBezlOM_L_wVlEvCkbGeM3Wwc&_nc_ohc=5XA0ivm3iioQ7kNvwEg-OHs&_nc_gid=_h71Wbk6_bJIrP5VL8rpdw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBvrXQvr3ufq08fV6Iw_nv3Q5cUTH6aB5IwkoWT7UyZTw&oe=6A6B1CC7&_nc_sid=0985b0,1987
data2,,,,,,barber_sello,barber_sello,2947766195,2026-06-06 13:18:04,0,Das ist ein wahrer Mann 👌👍,no,18102466619035267,https://www.instagram.com/barber_sello,https://www.instagram.com/p/DZDH8YstgWl/c/18102466619035267,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/416017703_399062182542289_3856103870465563151_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45ODIuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gF6ItV5BdiygrNqcilfJz5Bxq7K2gdc8Of-BmhN7gJwp_Vha-DoneOUaAjvw_kB81c&_nc_ohc=sEFmQF4AnmIQ7kNvwENrpzI&_nc_gid=DxPAZg8FE7wj6FNy2JU8ag&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCshbBdd5rK0oZzg0jtqA75Y52m-HblHtGCndJ86VuYdA&oe=6A6AFEEC&_nc_sid=0985b0,
test-data3,true,mittel,§ 130 Abs. 1 StGB,Sonstiges,Verwendet den abwertenden antisemitischen Codebegriff 'Goys' zur Beschreibung der (nichtjüdischen) deutschen Justiz im Kontext einer Verschwörungserzählung.,jadeserpent_,jadeserpent_,18255025328,2026-06-02 17:01:44,0,"Ich bin froh, dass das deutsche Rechtssystem vollgepackt mit guten Goys ist.",no,18076153913411101,https://www.instagram.com/jadeserpent_,https://www.instagram.com/p/DZDH8YstgWl/c/18076153913411101,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/702962674_18127357558609329_7154893974249591216_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43NjguYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHt__tREKYcCMMuOaGCljeU_xPwkIPljq4iOH5pKt1weU5n5p-LkUGRTGCSpPoQ64M&_nc_ohc=XJgZN9VBJk8Q7kNvwHmqPy9&_nc_gid=2l7qqZ3syR0T4r6F69pfqg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDy5CR4umB4CcfqoO_vhRCQINQxvxCdghqQDQyF-bO0eA&oe=6A6AF516&_nc_sid=0985b0,3187
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Autor erklärt, bei ihm hätten 'die' (im Kontext: Juden) ebenfalls Hausverbot - eigene Ankündigung einer Willkürmaßnahme gegen die Gruppe.",kallefornien2014,kallefornien2014,77737807885,2026-06-02 14:38:36,0,Bei mir haben die auch Hausverbot. 🔥,no,17884788450572726,https://www.instagram.com/kallefornien2014,https://www.instagram.com/p/DZDH8YstgWl/c/17884788450572726,https://instagram.flaj2-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.flaj2-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gFKH6745FDarEfd2V_fx3Gc_FyCNFc5Qt2VPyuyi6_rvg5XmMxjmai7XdE-_d0U4PeAp6xg77EGtRXEQP10mmvC&_nc_ohc=vUGxye7DTtYQ7kNvwGyOZQS&_nc_gid=FC6Hfw34_ZqLWxhhTiJlSQ&edm=AHBgTAQBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQDOUHSP08T--NjQ933fkpZuNo6seS9cduLCwoibxdzsxw&oe=6A6B08EA&_nc_sid=21e75c,2871
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Ehrenmann"" - billigende Zustimmung zur Handlung des Ladenbesitzers.",gokay_gundogan_,gokay_gundogan_,66481378209,2026-06-02 09:51:18,0,Ehrenmann,no,17940364860232179,https://www.instagram.com/gokay_gundogan_,https://www.instagram.com/p/DZDH8YstgWl/c/17940364860232179,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/726660004_17942271465218210_8562845206128910189_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gH-GmhL3n0D3szlTHUgVwbWHv52WQecArKeXjsXwz3m3eS6zDRgbtQvubmht4Egbog&_nc_ohc=26vAylSC6p4Q7kNvwG98Jgk&_nc_gid=1HHB9ytEXrMhg3sCH7JS6Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDQiOswIGq10AbBsJy3c8R5lJK3agIvHAP_TL4JD57fkA&oe=6A6B0EF7&_nc_sid=0985b0,2136
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""EHRENMANN!!!"" billigt ausdrücklich die als Volksverhetzung gewertete Handlung.",tcetin74,tcetin74,6145822459,2026-06-02 02:13:20,0,EHRENMANN!!!,no,17942182281227778,https://www.instagram.com/tcetin74,https://www.instagram.com/p/DZDH8YstgWl/c/17942182281227778,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/61772500_300060204205838_1619215791717089280_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gGSjGYwhjCf_DtX_0dADMae7NxrX0jGxcIU4GQUXCgzhAfVwbTzKGCKIcxTvkO49yA&_nc_ohc=hbc5VMcEzM0Q7kNvwHByl_V&_nc_gid=dhW5T05g_es3pOEv243sZQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBtsAfQ9LoHXMSRG7csP6Z1AOI07N8ROwqii7M9FkHWcg&oe=6A6AF39B&_nc_sid=0985b0,1431
data2,,,,,,dominikkfr,dominikkfr,7225441582,2026-06-01 22:40:00,0,Ja aber keine AFD Wähler darf man hinhängen 🙈 kannst nicht erfinden,no,18066025625404977,https://www.instagram.com/dominikkfr,https://www.instagram.com/p/DZDH8YstgWl/c/18066025625404977,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/298384450_798525978170057_1986595900732935969_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gHjU1CXa0atbcX6UYybBpXkP5itw3WH_RE2fJZic57SJLtp3tho5fTusQEhjwZptQY&_nc_ohc=q3-2LwjkSaUQ7kNvwFoqaA2&_nc_gid=0RinLjSeXnTeuhoecvJ3xQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBxCGLi0HmIJhRrL7gB1RvIMJoB436ifPH8IUGiS_oNDg&oe=6A6B03FC&_nc_sid=0985b0,
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,'Guter Mann' als Lob im Kontext der Zustimmung zum antisemitischen Schild.,m.javamajan,m.javamajan,48660139704,2026-06-02 14:24:44,0,Guter Mann ❤️,no,18097952972168212,https://www.instagram.com/m.javamajan,https://www.instagram.com/p/DZDH8YstgWl/c/18097952972168212,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/754143744_18052408523619705_7148636886443239471_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gGR5NDZcZt3AnwYBQ0-_507faOIF4avG9vTfV9kiLA_UNqrSBalJ4jl2S4E_1CtZjI&_nc_ohc=Wm37d9EOuOwQ7kNvwFfJSZd&_nc_gid=768vrnNyFr9oS5pDNOw9NQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBLUtwqgUty4h_S4dd-XFpzQQagVnwO-Lk3gfe_YyXS6g&oe=6A6B1AB5&_nc_sid=0985b0,2836
test-data3,true,mittel,§ 130 Abs. 4 StGB,NS-Verherrlichung,"'Sind wir wieder bei 33 angekommen' im Kontext der Verteidigung des Täters kann als relativierende Anspielung auf 1933 verstanden werden; Bezug/Richtung unklar, daher prüfenswert.",black_executioner_,black_executioner_,67184013375,2026-06-02 16:28:56,0,Sind wir wieder bei 33 angekommen 😡,no,17870823957617476,https://www.instagram.com/black_executioner_,https://www.instagram.com/p/DZDH8YstgWl/c/17870823957617476,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/465056220_949230747230523_8566825840979516717_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44NTIuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gEhck2eqP_uhlh2_u9MuuY39vTGta5At7uqNLsm_nz2TJwBO9LZ69xEpbv10Knxpfc&_nc_ohc=RgXVF-LR1EMQ7kNvwGaCWMn&_nc_gid=hJG0dxyZAm56brOQOKzW1A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDTD-sYYaylWymDg4te2rsn1SIOVOvd0fUEMlfuo9I-0g&oe=6A6B1ACD&_nc_sid=0985b0,3111
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Alles Richtig gemacht"" - billigende Zustimmung zur Handlung des Ladenbesitzers.",holzkunstgorden2,holzkunstgorden2,71288078651,2026-06-02 09:28:56,0,"Alles Richtig gemacht,sein Laden seine Regeln 💪",no,18134625991601480,https://www.instagram.com/holzkunstgorden2,https://www.instagram.com/p/DZDH8YstgWl/c/18134625991601480,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/656795036_17907468477382652_8221770042990596053_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gE7_rT6ajdH3gKKPjp7A0cAy-BwBAnfJRpjU89bKUSgVSMmtnBN3HGKvdYX0USsf7A&_nc_ohc=jrMU-P8SxLUQ7kNvwGEu-7C&_nc_gid=qArDx4GYZJDqVLZtwCedpw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQC1yfb2b81n_0G8T0541w4g0a0IrcaiTebGNNmn73Avdg&oe=6A6B1D85&_nc_sid=0985b0,2076
test-data3,true,mittel,§ 130 Abs. 1 StGB,Verhetzende Beleidigung,"""guter goy"" ist ein abwertender antisemitischer Code, mit dem Nicht-Juden verhöhnend als Befehlsempfänger jüdischer Interessen dargestellt werden; Anspielung auf antisemitische Verschwörungserzählung.",takeuchi_len08,takeuchi_len08,72758271389,2026-06-02 02:26:49,0,@kusstro guter goy✌🏻,no,18592351354008337,https://www.instagram.com/takeuchi_len08,https://www.instagram.com/p/DZDH8YstgWl/c/18592351354008337,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/574748269_17875951695431390_2154457557597018080_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gGSjGYwhjCf_DtX_0dADMae7NxrX0jGxcIU4GQUXCgzhAfVwbTzKGCKIcxTvkO49yA&_nc_ohc=CzDxp60inL4Q7kNvwGFUCl9&_nc_gid=dhW5T05g_es3pOEv243sZQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBTkhILT5Mj-3oemQdsF_59mzfZit2gdt1bZetHbd31nQ&oe=6A6B0DA4&_nc_sid=0985b0,1464
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Bezeichnet das antisemitische Hausverbotsschild ausdrücklich als ""super Schild und Einstellung"" und billigt damit die Diskriminierung.",basshunt99,basshunt99,50791234450,2026-06-02 21:40:15,0,👏👏👏👏👏👏👏 super Schild und Einstellung,no,18086099744102401,https://www.instagram.com/basshunt99,https://www.instagram.com/p/DZDH8YstgWl/c/18086099744102401,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/474506772_1358786101944334_2632392952204215765_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gE_cNcSO2qfGLAZ8ygOUJsiffrN3BhX-exemmTunhu2kadWKTpLPza4mr_YevnkrKs&_nc_ohc=v-uU_0xpe4YQ7kNvwEDprnJ&_nc_gid=RcMBT0Msm-52mftmbJkokg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCZOlvb11M-P7hKmdRp4pUzJ2E75PaVj7CWmvak7SZZzA&oe=6A6AE7FA&_nc_sid=0985b0,3636
test-data3,true,mittel,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"Rechtfertigt die pauschale Ausgrenzung mit einer Kollektivschuld-Zuschreibung an ""Israel""/Juden wegen des Gaza-Kriegs.",die.rothaarige.ente,die.rothaarige.ente,69042059730,2026-06-01 23:39:12,0,Finde ich tatsächlich Legitim..ich mein Israel nutzt Phosphor 🙌,no,17873288634672450,https://www.instagram.com/die.rothaarige.ente,https://www.instagram.com/p/DZDH8YstgWl/c/17873288634672450,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/459704552_1219931772481368_10034080523133397_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45OTkuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gEqX6wcEJtAx4ryYIx_96ojQ0pVDw4AUmzsp4HU98TbgiKuF00dzJ9c1oncWSADSo0&_nc_ohc=wJDDbg1cSCgQ7kNvwHnvhND&_nc_gid=AZBrlQ15-Dd3DkRqw0Qf5A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDcTCCYtbm3hjWQGiYZmquGCUOgNJgcSt0YLBdrR3DLrQ&oe=6A6B1BB0&_nc_sid=0985b0,767
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Bravo"" billigt die Handlung des wegen Volksverhetzung Verurteilten.",ibrisimovic.fadil,ibrisimovic.fadil,62982507310,2026-06-01 23:46:23,0,Bravo 👍,no,18106720874072758,https://www.instagram.com/ibrisimovic.fadil,https://www.instagram.com/p/DZDH8YstgWl/c/18106720874072758,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/731031360_17972962599099311_4934711288878296431_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gFhilJlQ99O1jtrcOJcjPPcfTJolvLXvQipHr-NHxo8hYVf9VDC7jEYfuVoKAU6_cU&_nc_ohc=dTvwIZoFD5wQ7kNvwHzzFd2&_nc_gid=8LPNe_VJabXRKNQEViP9sA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBXQYhxmX-hfZj7W5LjdHstqpcsP1A7PxBzNnrjiBx77Q&oe=6A6AE769&_nc_sid=0985b0,818
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"Bezeichnet den Täter des antisemitischen Hausverbots als 'Held', was die Willkürmaßnahme gegen Juden als Gruppe billigt und verherrlicht.",isodisco,isodisco,55443796458,2026-06-02 11:49:01,0,Held,no,18328486864282455,https://www.instagram.com/isodisco,https://www.instagram.com/p/DZDH8YstgWl/c/18328486864282455,https://instagram.frec5-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-webp&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.frec5-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gG8Ik3uqngZjk8kfWJLNlXoXGN5K8xDim8ZPVKCTMMAckLZnu5elnX16OI0_vNC5ZgHNW48bQ5Uqk_rUG7PEhtr&_nc_ohc=vUGxye7DTtYQ7kNvwFAWvIy&_nc_gid=RuPonBmtIj4Aiu7E7i1ePQ&edm=AB11_MABAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQB0_xYFpVt7IZsfK2OsGQRjwKvkfJMUaWOLZMeoNHSPWA&oe=6A6B08EA&_nc_sid=dc5e7f,2442
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Er hat alles richtig gemacht"" billigt ausdrücklich die als Volksverhetzung verurteilte Handlung.",cel_un.66,cel_un.66,8373301142,2026-06-02 00:58:21,0,Er hat alles richtig gemacht 👍🏽👍🏽,no,18327891571268703,https://www.instagram.com/cel_un.66,https://www.instagram.com/p/DZDH8YstgWl/c/18327891571268703,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/489011504_1178000763949872_3111918886072329840_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42NDAuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gFGol7qb3X3CS0h-v7KrbACorAlMG6bngrCn_16G1vR-jdIW-LglFk994SIYGR0lJs&_nc_ohc=mqKIEi7xaM8Q7kNvwECzBxE&_nc_gid=aaM4gx5cCxKlb4t5Rlom1A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAqrsilJMwL-XuLUWyLvabch8iSbLNQXMt9mWG75C9nWg&oe=6A6B034A&_nc_sid=0985b0,1135
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,Ausdrückliche Solidarisierung mit dem namentlich genannten Verurteilten.,habibo030_,habibo030_,46263055338,2026-06-02 00:04:20,0,ich solidarisiere mich mit Hans Velten R.,no,17994728864978160,https://www.instagram.com/habibo030_,https://www.instagram.com/p/DZDH8YstgWl/c/17994728864978160,https://instagram.fbel12-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fbel12-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gFQckxWqNgRgMrZlOUtSpcm0aU6fErjz06IMwGbGGRZLzZVLt8Wm0DAsdiAweRDsXXmsk967KdPQxvumE-YEMJr&_nc_ohc=vUGxye7DTtYQ7kNvwGJdYt4&_nc_gid=NK1__pNdUhJ7BpzmUGRCag&edm=AL4D0a4BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQA4y9Aw9B9L7_B9P3JcHs0ENBH9zU2U-3doZ1sOCmAXCg&oe=6A6B08EA&_nc_sid=9e8221,928
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,'Endlich jemand der sich traut' billigt explizit den Mut zur öffentlichen Ausgrenzung von Juden.,rahima.neufeld3,rahima.neufeld3,1818969724,2026-06-02 13:06:15,0,"ENDLICH, jemand der sich traut",no,18322631416248613,https://www.instagram.com/rahima.neufeld3,https://www.instagram.com/p/DZDH8YstgWl/c/18322631416248613,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/463275770_520108054249067_5115236380789581698_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gF6Q6RFt7xnrGptOchvQ7rvAe-lXEYCVswutgVV2Iw1gRPQue5pPll7S1U2cyKb8Hg&_nc_ohc=kHDarYINuDYQ7kNvwGDyWy0&_nc_gid=UQSp5_q_w4lgaSB1vxizLA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAX6922ygHZFvdxWn0QuKrPjX25Uh8EmGVDugI2UB-1CQ&oe=6A6AF80E&_nc_sid=0985b0,2638
