Evaluation Group,Expected Relevant,Expected Discrimination,Source,Review Reason,Priorität,Straftatbestand (Verdacht),Kategorie,Begründung,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Comment ID,Profile URL,Comment URL,Thumbnail,Lfd. Nr. (Original-Export),Translated Comment
positive,true,false,data-positive,"Zensierte, aber eindeutig erkennbare antisemitische Verunglimpfung der Richterin (""J.....n"") als Beleidigung wegen vermuteter jüdischer Herkunft.",hoch,§ 130 Abs. 1 StGB; § 185 StGB,Verhetzende Beleidigung,"Zensierte, aber eindeutig erkennbare antisemitische Verunglimpfung der Richterin (""J.....n"") als Beleidigung wegen vermuteter jüdischer Herkunft.",bmw_330d_e91_m_performance,bmw_330d_e91_m_performance,10487063216,2026-06-02 00:08:36,0,Die Richterin ist bestimmt ne J.....n ........😡🤬💯👌👍💪,no,18082948679543968,https://www.instagram.com/bmw_330d_e91_m_performance,https://www.instagram.com/p/DZDH8YstgWl/c/18082948679543968,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/233095027_1247942228957078_2937177189697674555_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gFefdEEjFN0GqVMVdcsntNA9yAMXW79onrqemn3_ADlPiCyUbi4OciW35blojUl6bg&_nc_ohc=yNuC45GQ4EsQ7kNvwH7PKzF&_nc_gid=WF7HRP2X5aA72YC1xYTJ-g&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDo_nrnEXGyFpr4sGkhcCabShITGtHNIrdnlAmnXIT0pw&oe=6A6AEF13&_nc_sid=0985b0,951,The judge is definitely a J.....n ........😡🤬💯👌👍💪
positive,true,ambiguous,data-positive,"""Guter Mann"" billigt die Handlung des Verurteilten.",mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Guter Mann"" billigt die Handlung des Verurteilten.",06erden,06erden,47364298935,2026-06-01 23:37:54,0,Guter Mann 👨,no,18378429268201033,https://www.instagram.com/06erden,https://www.instagram.com/p/DZDH8YstgWl/c/18378429268201033,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/330845577_1274678563393902_1940322742055185605_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gEqX6wcEJtAx4ryYIx_96ojQ0pVDw4AUmzsp4HU98TbgiKuF00dzJ9c1oncWSADSo0&_nc_ohc=cBJgc1wd-yUQ7kNvwEy3Phf&_nc_gid=AZBrlQ15-Dd3DkRqw0Qf5A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQD6rB04ECcEVKDu9qGn7r9H3N4KbmS3C_oUvN6afKiF1Q&oe=6A6AFCC3&_nc_sid=0985b0,752,Good man 👨
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,pan36ino,pan36ino,10486266648,2026-06-12 15:17:28,0,Urteil viel zu mild,no,17950466280171850,https://www.instagram.com/pan36ino,https://www.instagram.com/p/DZDH8YstgWl/c/17950466280171850,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/328263094_1121206728556059_6192862220748413604_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zMjAuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gFuDlpDjOXSSD_kSyaMb99qoVNP-86e3-pHaX-z_Vg9ac3PY18xykkv7PMyAngqT_0&_nc_ohc=lLzz1yyw1KIQ7kNvwG4R6o6&_nc_gid=4JQFtK5-fEOa98hQzrKhDA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQC2jYXR3mhW1P3whcJ2CaDd18s8QN9atnaEC-FVRX8-AQ&oe=6A6B00C0&_nc_sid=0985b0,,Judgment much too lenient
positive,true,false,data-positive,"Abwertende Kollektivaussage ""die jews können tun was sie wollen"" schreibt der gesamten Gruppe pauschal Sonderrechte/Verantwortung zu und ist als verächtlichmachend einzustufen.",mittel,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"Abwertende Kollektivaussage ""die jews können tun was sie wollen"" schreibt der gesamten Gruppe pauschal Sonderrechte/Verantwortung zu und ist als verächtlichmachend einzustufen.",j3nsja3ger,j3nsja3ger,7996348849,2026-06-04 19:59:15,0,Warum sollte er Reue zeigen? Meinungsfreiheit gibt es wohl nicht mehr😅 aber die jews können tun was sie wollen😅,no,18105190030799426,https://www.instagram.com/j3nsja3ger,https://www.instagram.com/p/DZDH8YstgWl/c/18105190030799426,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/34313740_1073684532769635_7906674478539603968_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4yMDAuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gErwch3gqjlHfOb7kGwTcU_eXaPwUKCGHAU1ouv2zutwa1v4hKXQxz5S4kBaLG2Ug8&_nc_ohc=1dGeLwMgJNEQ7kNvwHyLuXu&_nc_gid=9GNMMIgHw6eqUjTjjoj0QQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQARPfQEcVQFFteuCptDl8kDwOKtQDIVU8Qj8zwe6oWVMQ&oe=6A6AEB19&_nc_sid=0985b0,4195,Why should he show remorse? Freedom of expression apparently no longer exists😅 but the jews can do what they want😅
positive,true,ambiguous,data-positive,"Ruft zu Unterstützung (Crowdfunding) für den Täter auf und rechtfertigt die Tat mit ""keine böse Absicht""; billigt die Willkürmaßnahme.",mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"Ruft zu Unterstützung (Crowdfunding) für den Täter auf und rechtfertigt die Tat mit ""keine böse Absicht""; billigt die Willkürmaßnahme.",gjenti27,gjenti27,6995279746,2026-06-02 00:37:09,0,Crowdfunding für Hans? Er hatte keine böse Absicht wir sollten ihn nicht hängenlassen.,no,18031320530811197,https://www.instagram.com/gjenti27,https://www.instagram.com/p/DZDH8YstgWl/c/18031320530811197,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/728726806_18367918801239747_2801044422324789663_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGUBBkZuMhRxq7x2IglKC4mP9OpjzLbv8FUsRXll8e1sqdGCLGdsolDw0uMdyXXTKQ&_nc_ohc=oFEz9pa3dsgQ7kNvwEiHBF8&_nc_gid=wjqp446pF4Nn5R2Coh3Q3A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDQqsYDWmKzmR_aO7hE77ZtuIWmYja31vY3ZgFJAbqnSA&oe=6A6AF563&_nc_sid=0985b0,1074,"Crowdfunding for Hans? He had no bad intentions, we shouldn't leave him hanging."
positive,true,ambiguous,data-positive,"""Ehrenmann"" lobt den wegen Volksverhetzung verurteilten Täter für sein Handeln.",mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Ehrenmann"" lobt den wegen Volksverhetzung verurteilten Täter für sein Handeln.",erhanakin_04,erhanakin_04,8987119804,2026-06-01 22:59:11,0,Ehrenmann 👏🏼👏🏼👏🏼,no,17972917170063461,https://www.instagram.com/erhanakin_04,https://www.instagram.com/p/DZDH8YstgWl/c/17972917170063461,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/441574855_1950683865334568_7417751610914154217_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGBum1Q58BRswcyt4o1w_rn4dUKv6nWE7wP7dawIJHPDPzILJCw7YNie2X0hWoHFyQ&_nc_ohc=4GhLemepl5UQ7kNvwFfACYr&_nc_gid=fcwYkie5ESBIkVsKnfz4GQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAh9hlw_M_Kf97lXfgaPQUQ6dqvLr88N66v8GgGCpCvEQ&oe=6A6AFD3E&_nc_sid=0985b0,550,Man of honor 👏🏼👏🏼👏🏼
neutral,false,false,data2-reviewed,Expresses constitutional skepticism without targeting a group,,,,,tede_ktr,tede_ktr,17782974776,2026-06-03 16:07:47,0,@byannie.c glaube mal an deine Demokratie mit ohne Verfassung und ohne vom Volk ausgehende Souveränität 👌 Das Erwachen kommt später und ein Glück verstehen das mittlerweile viele Menschen,no,18115397071876040,https://www.instagram.com/tede_ktr,https://www.instagram.com/p/DZDH8YstgWl/c/18115397071876040,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/440646611_283074871522430_3429525804029024575_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEVBBnHGxgy4TX-mE9aOv-wk6LeqHGB9d417X9_nKKsCABYFcNofP77aQoNEyPSzdo&_nc_ohc=oQBKVMhtDzMQ7kNvwEufnAs&_nc_gid=jRxegmilJoq83L0H11Gpkg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCunfyvXKjtkM3kFly7KQ29Ij9r-79qDiErCGOo1IAEIA&oe=6A6AF2E8&_nc_sid=0985b0,,@byannie.c believe in your democracy without a constitution and without sovereignty deriving from the people 👌 The awakening comes later and fortunately many people understand that by now
positive,true,true,data-positive,"Nutzer kündigt an, selbst ""Israelis"" pauschal nichts verkaufen zu wollen, und billigt damit eine kollektive Willkürmaßnahme gegen eine Gruppe nach demselben Muster wie der verurteilte Ladenbesitzer.",mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Nutzer kündigt an, selbst ""Israelis"" pauschal nichts verkaufen zu wollen, und billigt damit eine kollektive Willkürmaßnahme gegen eine Gruppe nach demselben Muster wie der verurteilte Ladenbesitzer.",sven.bartocha,sven.bartocha,6219603519,2026-06-03 10:40:39,0,Hätte ich nen Shop würde ich den israelis auch nix verkaufen,no,17941952457213307,https://www.instagram.com/sven.bartocha,https://www.instagram.com/p/DZDH8YstgWl/c/17941952457213307,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/335633798_912777569768669_2890608709976274214_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gHc3-fgprct0i8sjehwBXeu5pPfvY6lwB18gSXASkuyxgO1cNGQcbSs9fIsv4xSFSM&_nc_ohc=Q9_VmuFlgxcQ7kNvwF1nInp&_nc_gid=eNc47n5sAq3Asp7HTY4qUw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAjj9CqelqmMmqdG8vdgOXYiek8j0Mmgnj1OOWoQ7YdJg&oe=6A6AFB10&_nc_sid=0985b0,3918,"If I had a shop, I wouldn't sell anything to the Israelis either."
positive,true,true,data-positive,"Bezeichnet den Täter als ""Held"", der einen ""Orden"" verdiene; verherrlicht die diskriminierende Handlung gegen Juden.",mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"Bezeichnet den Täter als ""Held"", der einen ""Orden"" verdiene; verherrlicht die diskriminierende Handlung gegen Juden.",ali9670299,ali9670299,78452738961,2026-06-02 01:24:00,0,Der Mann ist ein Held und müsste dafür einen Orden kriegen unbedingt 👏👏👏👏,no,18115623361642055,https://www.instagram.com/ali9670299,https://www.instagram.com/p/DZDH8YstgWl/c/18115623361642055,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/589303182_17847028203610962_933045587946427902_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zMjAuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGxS6S0mFeiim_iEpNQqAAkM_oXWrox0S1v0AIaHYVylAjhfZx_gxcoGlTtRb37hok&_nc_ohc=DvN98Dxz2pMQ7kNvwG0h5i_&_nc_gid=22-tlho5iaWT-8CyqMAZ4A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQA8dwqalmksYPzuKSrmz__ZXpPZGyFKLmcy1JIoaQrVHg&oe=6A6B02C8&_nc_sid=0985b0,1247,The man is a hero and absolutely deserves a medal for it 👏👏👏👏
positive,true,ambiguous,data-positive,"""Recht hat er"" mit Zustimmungs-Emoji - billigt die Handlung/Aussage des Ladenbesitzers.",mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Recht hat er"" mit Zustimmungs-Emoji - billigt die Handlung/Aussage des Ladenbesitzers.",mhuf2016,mhuf2016,2941910881,2026-06-02 09:36:50,0,Recht hat er👏,no,17919623454361192,https://www.instagram.com/mhuf2016,https://www.instagram.com/p/DZDH8YstgWl/c/17919623454361192,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/703479998_18466948981102882_7675484593813969434_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gGbRO8WY-tpsW3FxqoahkVmtSqwJfiAS1GWAdv1ioQBXDoCJjlkaZKAP1HAJRtPXhg&_nc_ohc=W_rL3iXn-gQQ7kNvwE2pdnY&_nc_gid=RV5Vmzcff-t5KfiSLgAu4Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDty_chjH8qMJRm8D59RKerNMneIKhGQHBzwx5lzx7Kew&oe=6A6AEECC&_nc_sid=0985b0,2103,He's right👏
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,der.echtetobias,der.echtetobias,46857810885,2026-06-07 18:39:57,0,"@mxmrnr064 Also findest du, dass man ihn dafür belohnen sollte, dass er offen Antisemitismus betreibt?",no,18111574681910037,https://www.instagram.com/der.echtetobias,https://www.instagram.com/p/DZDH8YstgWl/c/18111574681910037,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/436138928_2509398855934025_539473199003464607_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby40MzcuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gHh5MhqYl2vFM_4hNkzbKZzTmjZRNICWMOnlFgye1ptqAft-EHF9x1PRz_oKmBSCgk&_nc_ohc=KSXNBBBUm5EQ7kNvwEtSQF9&_nc_gid=KuwWMFrtGQ5oLfeysdhwqg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAIHTidHJpvy36-1gBi8-a1HmRUeUrQQZN-uC7iF77gTw&oe=6A6AFFF4&_nc_sid=0985b0,,@mxmrnr064 So you think he should be rewarded for openly engaging in antisemitism?
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,hajoroth,hajoroth,4127461973,2026-06-01 23:09:00,0,"Und was ist mit den Schildern, das kein AfD oder deren Wähler nicht willkommen sind.",no,17874038511612938,https://www.instagram.com/hajoroth,https://www.instagram.com/p/DZDH8YstgWl/c/17874038511612938,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/718744656_18446847241141974_3321258084627340891_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDM1LmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGoRh-mGgodevo4QlLspcX7B8PahW0b8SB6NS1m_8fonqYph2qz5QBeTw_2RxmZW1Y&_nc_ohc=Nkmw4rWki1YQ7kNvwF4r70k&_nc_gid=vgJ0G_fMNYvbt8D-6xUDjQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQClnzQ2oTEwmZx-5HcvaTpXTC68vjunDJH3YiNe8H_9zg&oe=6A6B16A6&_nc_sid=0985b0,,And what about the signs saying that no AfD or their voters are welcome.
positive,true,ambiguous,data-positive,Billigt explizit die als Volksverhetzung gewertete Tat des Ladenbesitzers ('alles richtig gemacht').,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,Billigt explizit die als Volksverhetzung gewertete Tat des Ladenbesitzers ('alles richtig gemacht').,74_mato,74_mato,6809320550,2026-06-07 11:19:07,0,Das ist crazy. Der gute Mann hat alles richtig gemacht!💪,no,18064875707459741,https://www.instagram.com/74_mato,https://www.instagram.com/p/DZDH8YstgWl/c/18064875707459741,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/747160785_18368595724224551_8338427101039905236_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gF6ItV5BdiygrNqcilfJz5Bxq7K2gdc8Of-BmhN7gJwp_Vha-DoneOUaAjvw_kB81c&_nc_ohc=cdItRFtlMwoQ7kNvwFZkiLQ&_nc_gid=DxPAZg8FE7wj6FNy2JU8ag&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQA7hKc6SMyU3J4YVmfdrCr2hkXcWJctnkyzqBOBiF0meA&oe=6A6B1E35&_nc_sid=0985b0,4361,That's crazy. The good man did everything right!💪
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,xayoshimo,xayoshimo,6690286036,2026-06-01 22:47:49,0,Habe noch nie einen kippa Träger hinter einem kasse gesehen. Sonst würde ich dort einkaufen,no,18015956594854339,https://www.instagram.com/xayoshimo,https://www.instagram.com/p/DZDH8YstgWl/c/18015956594854339,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/350599762_669678811549524_7560951835064245794_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gGqzGKEOIV7JTFCvlWvdDfuGyj5_oW600tdZLriczK1ZKHcc2mJl8GvcXmKtuD7_Nw&_nc_ohc=q5sqVG5rqLUQ7kNvwG7DK6m&_nc_gid=xiRHOO1PjwLqCKxzbVw8hQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAlJ1FPPg9PGxmD5ByBpHsbi_rB23UjH3ExCbg3uokf5A&oe=6A6B044F&_nc_sid=0985b0,,"I have never seen a kippa wearer behind a cash register. Otherwise, I would shop there."
positive,true,ambiguous,data-positive,Billigt die Tat ausdrücklich ('alles richtig gemacht').,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,Billigt die Tat ausdrücklich ('alles richtig gemacht').,maurice316_,maurice316_,39325462024,2026-07-21 18:02:18,0,Alles richtig gemacht,no,18614288830029805,https://www.instagram.com/maurice316_,https://www.instagram.com/p/DZDH8YstgWl/c/18614288830029805,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/589917457_18092379737310025_1398473656789962259_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gGnVpVmfeNnAHWLaygWzShvyQ4K8EsBvWaZYU6sHsrax5-voa0eJOs-VhBg9cq8I2w&_nc_ohc=Nnb8V9hKXMQQ7kNvwGFSz7l&_nc_gid=NHnkhQ4eWclZLVvAvWi6OA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAA_xu2Zi1PufCVMNkduMsW7-5qduhUSsDHeE7JmzdTQw&oe=6A6B07D9&_nc_sid=0985b0,4718,Done everything right.
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,tiberius.nero37,tiberius.nero37,34295231947,2026-06-02 03:47:40,0,@_casimo_ Grundgesetz ist Grundgesetz und fertig.,no,17892373158474554,https://www.instagram.com/tiberius.nero37,https://www.instagram.com/p/DZDH8YstgWl/c/17892373158474554,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/711546161_18084589067143948_8933640755007194770_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHCaL8apFPScLqLlFwVWdYKgn5HSqHgjAExRK42bf9Q2dZ325s9Scxwc9pFMLcg_rk&_nc_ohc=fvtJd2uq5yQQ7kNvwHg1dG6&_nc_gid=2CwlZ2E4QfQRHmwvmS1HCg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCrMuNukFHJSV44TaTNEapkCVwmZ0s1Gx1UT6M4Xh5E_w&oe=6A6B1E5B&_nc_sid=0985b0,,"@_casimo_ The Basic Law is the Basic Law, and that's final."
positive,true,true,data-positive,"""Alles richtig gemacht"" mit mehreren Beifalls-Emojis billigt ausdrücklich die Willkürmaßnahme gegen Juden.",mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Alles richtig gemacht"" mit mehreren Beifalls-Emojis billigt ausdrücklich die Willkürmaßnahme gegen Juden.",___sem.a,___sem.a,6650803202,2026-06-02 01:46:58,0,Alles richtig gemacht 👏🏻👏🏻👏🏻👏🏻,no,18097386988921873,https://www.instagram.com/___sem.a,https://www.instagram.com/p/DZDH8YstgWl/c/18097386988921873,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/670638009_18333027118219203_1110399222823226994_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gHXoHWYLBOSyKmhNnKS1RCJTIU2THY3-jVYWG1slxNbPVrm7HTTYTBxu72g6JeCj7s&_nc_ohc=wva9Edqma00Q7kNvwGIIuuy&_nc_gid=slhFyn9p4OolA0pPD2P3Mw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBIm6WZBoX5GTJH5y5oUETT8Zac-qvwmuvAF_onPHU8Ow&oe=6A6AF65A&_nc_sid=0985b0,1336,Everything done right 👏🏻👏🏻👏🏻👏🏻
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,tobiasvierthaler,tobiasvierthaler,8097322004,2026-06-02 20:00:06,0,"@myrador11_ naja gab's aber auch schon Veranstaltungen wo es hieß naja der hat ja das Hausrecht. Wie ich schon vorher erwähnt habe, andere sind vor dem Gesetz gleicher als andere^^ und wenn man sich in den kommis so umschaut XD Naja sagen wir mal so es sind mehr Rassisten hier als AFD Leute",no,18374422645165391,https://www.instagram.com/tobiasvierthaler,https://www.instagram.com/p/DZDH8YstgWl/c/18374422645165391,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/475542432_506375355837398_2512372016613698982_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gGM2h7ApMfcdrT10WrJABt6F9WH9y19TiWRpD7RVIXrB33UpwHgmyXaa2pHdWNMAJ8&_nc_ohc=pyomARS4JQ0Q7kNvwFYCuPJ&_nc_gid=5qdHH54la3L2IjiCwxJILA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCKJb7As-yCPpgrG29DYjdw13x-Ce6UOiU7Txn21NCFAg&oe=6A6AFF79&_nc_sid=0985b0,,"@myrador11_ well, there have also been events where it was said, well, he has the right to the house. As I already mentioned before, some are more equal before the law than others^^ and if you look around in the comments XD Well, let's put it this way, there are more racists here than AfD people."
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,evirneda,evirneda,7601547940,2026-06-01 21:14:20,0,"@alicia_jacobsen_ das solltest du dramatisch finden 😌 weil es keine logische Grundlage gibt jemanden den Zutritt zu verweigern nur weil er einen Glauben praktiziert der dir nicht passt. Es ist sein Laden, aber nicht sein Haus und damit ist es ein Teil der Öffentlichkeit den du nicht einfcah versperren solltest nur weil es dir in den Kram passt. Und das ist keine Doppelmoral. Wo denn? Es wird nicht jeder respektiert, aber weder Geschlecht, noch Herkunft, noch sonst was. Und ein Blick ins Geschichtsbuch sollte aufklären wieso sowas gar nicht geht. Aber nein, du hast kein Recht deinen Laden (der Teil der Öffentlichkeit ist) für eine Gruppe zu schließen. Würdest du Frauen offen auf einem Schild ausschließen weil du sie nicht leiden kannst gäbe es auch strafen!",no,18104885788966471,https://www.instagram.com/evirneda,https://www.instagram.com/p/DZDH8YstgWl/c/18104885788966471,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/672356525_18323121277251941_4960059824110423362_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEI25Ah52X2_DUvPXOLW0LVRKp1HMo19BDP14oxYpn8NI_jkiRWeNOnXDmwzASjx7k&_nc_ohc=STtdoEHLSXQQ7kNvwGHAUxE&_nc_gid=_z4GfB8gdLfWzqTJHBulLA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDf6m5POST_nbjyYlTN3637UW-E3uqWK0rJ51zuoGUOew&oe=6A6AEB53&_nc_sid=0985b0,,"@alicia_jacobsen_ you should find that dramatic 😌 because there is no logical basis for denying someone entry just because they practice a faith you don't like. It's his shop, but not his house, and therefore it's a part of the public sphere that you simply shouldn't block just because it suits you. And that's not double standards. Where exactly? Not everyone is respected, but neither gender, nor origin, nor anything else. And a look at the history books should clarify why that simply doesn't work. But no, you have no right to close your shop (which is part of the public sphere) to a group. If you openly excluded women on a sign because you can't stand them, there would also be penalties!"
